  1 0.219 0.014
  2 4.418 0.461
  3 2.454 0.425
  4 2.095 0.505
  5 1.531 0.193
  6 1.481 0.616
  7 1.318 0.483
  8 1.287 0.455
  9 1.239 0.573
 10 1.236 0.470
