0.167431,0.161210,0.165885,0.160375,0.159665,0.162200,0.159846,0.676317,0.165260,0.159530,0.168670,0.160655,0.160426,0.160386,0.162740,0.158575,0.164140,0.158190,0.252878,0.169500,0.162016,0.161285,0.159465,0.161226,0.160041,0.161486,0.162885,0.161120,0.161691,0.163920,0.164015,0.161066,0.161521,0.265563,0.162315,0.164451,0.162965,0.162431,0.163635,0.163356,0.163541,0.160215,0.161385,0.158471,0.160461,0.157221,0.199510,0.163141,0.158276,0.164046,0.160776,0.161546,0.161016,0.160031,0.160715,0.160011,0.161331,0.159341,0.160266,0.160421,0.160616,0.160580,0.162101,0.160430,0.163476,0.164041,0.159371,0.161501,0.157121,0.160631,0.160151,0.160135,0.160231,0.160101,0.164231,0.163456,0.161040,0.158356,0.160071,0.160901,0.159865,0.162486,0.160431,0.160335,0.163690,0.164060,0.163845,0.161851,0.162416,0.160070,0.165285,0.160191,0.160301,0.163166,0.191386,0.164251,0.158420,0.162566,0.160141,0.165315,0.160715,0.159385,0.160880,0.161571,0.161530,0.157786,0.166650,0.161590,0.162321,6.036222,1.800012,1.246726,0.089017,0.086048,0.085523,0.085368,0.087883,0.109067,0.084772,0.084752,0.085542,0.086088,0.124522,0.124917,0.125797,0.127167,0.126132,0.127627,0.124646,0.128221,0.124307,0.127902,0.128737,0.127376,0.124926,0.122411,0.125271,0.125086,0.126141,0.129701,0.128037,0.124581,0.124937,0.124546,0.124077,0.125001,0.124526,0.126527,0.163936,0.124427,0.123976,0.125717,0.126192,0.126072,0.154412,0.160356,0.159266,0.164426,0.165155,0.165270,0.163771,0.161341,0.165831,0.162355,0.161705,0.207430,0.160296,0.158820,0.162305,0.163495,0.163071,0.161455,0.164545,0.159146,0.160291,0.164195,0.158256,0.160336,0.160950,0.161361,0.159891,0.161186,0.161581,0.160541,0.161575,0.160141,0.160566,0.159716,0.160606,0.160126,0.160781,0.162471,0.164906,0.162866,0.159936,0.160556,0.161111,0.158641,0.265284,0.164410,;
0.841568,0.809253,0.811883,0.812073,0.831318,0.815028,0.814588,0.833092,0.894107,0.809403,0.807193,0.843598,0.809598,0.810413,0.806473,0.811888,0.810193,0.808668,0.881487,0.810453,0.806973,0.805193,0.814124,0.808378,0.815208,0.803654,0.808813,0.808158,0.808743,0.850792,0.812377,0.812468,0.920265,0.821409,0.813103,1.888744,0.811718,0.807968,0.811273,0.812608,0.811248,0.815568,0.880281,0.810638,0.809738,1.437262,0.815573,0.811523,0.804623,0.929439,0.811218,0.835523,0.835024,0.810354,0.808784,0.861478,0.810723,0.810218,0.832838,0.806423,0.808243,0.819838,0.817088,0.808284,0.810039,0.810713,0.924475,0.804529,0.810669,0.811044,0.810943,0.810519,0.843099,5.299571,1.969654,0.834563,0.809473,0.823548,0.854988,0.808413,0.810193,0.878807,0.809588,0.925735,0.809473,0.819153,0.809723,5.006765,0.847518,0.814158,0.808948,0.810958,0.856093,0.812888,0.836822,0.814628,0.807708,0.828044,0.813693,0.812208,0.807668,0.810598,0.809583,0.805803,0.809038,0.813993,0.896296,0.807883,0.816597,0.814393,0.810693,0.833583,0.808898,0.810958,0.807604,0.799954,0.935245,0.812488,0.809578,0.841868,0.816298,1.801296,0.817117,0.809043,0.925795,0.810548,0.810623,0.807873,0.809518,0.810418,0.811663,0.843478,0.810943,0.817453,0.810863,0.834314,0.809493,0.813538,0.808578,1.042843,0.816523,0.948469,0.810823,0.813499,0.809908,0.811063,0.807828,0.812008,0.811853,0.812748,0.868127,0.809938,0.811838,0.805379,0.810378,0.810518,0.832667,0.833348,0.811842,0.811598,0.806493,1.067287,0.811839,0.811483,0.811223,0.806303,0.813373,0.810743,0.809803,0.794714,0.814758,4.062071,0.861672,0.972354,0.809238,0.817688,0.807803,0.950080,0.812987,0.808668,0.808173,0.831893,0.806018,0.865692,0.893807,0.813088,0.921175,0.806218,0.807028,0.807163,0.804338,0.849067,0.808993,0.811688,0.836203,0.934720,0.811343,0.806748,0.793109,0.807263,;
0.571244,0.570235,0.571290,0.570735,0.573345,0.569080,0.594450,0.606544,0.569500,0.568990,0.617439,0.573380,0.570670,0.651274,0.566940,0.568890,0.653059,0.570780,0.571365,0.607900,0.694161,0.576325,0.593406,0.566860,0.575295,0.593405,0.569865,0.569130,0.659743,0.570624,0.570735,1.558549,0.588305,0.575895,0.571555,0.598750,0.570215,0.571890,0.574250,0.573605,0.573055,0.593610,0.567815,0.568195,0.575969,0.567889,0.578035,0.607810,0.569329,0.569600,0.627604,1.455702,0.576339,0.571684,0.612365,0.573674,0.571224,0.612615,0.574464,0.570169,0.644824,0.568564,0.568595,0.624814,0.572049,0.568785,0.743876,0.570525,0.573199,0.850403,0.569829,0.571419,0.566500,0.565904,0.570470,0.593434,0.570059,0.574549,0.565594,0.567609,0.569515,0.564980,0.567339,0.597269,0.566434,0.569639,0.573000,0.566494,0.622439,0.573060,0.572910,0.599984,0.572670,0.569315,0.739175,0.570774,0.571624,0.572844,0.567225,0.586229,0.570295,0.571509,0.607565,0.568805,0.569220,0.562450,0.571474,0.570334,0.581670,0.569824,0.568840,0.564669,0.571739,0.575324,0.567110,0.567859,0.572910,0.571465,0.589885,0.567560,0.568104,0.609229,0.569344,0.573019,0.795660,0.574620,0.569699,0.564675,0.575259,0.565839,0.573240,0.573675,0.571350,0.571009,0.569464,0.566310,0.566350,0.568529,0.570709,0.565834,0.571429,0.601869,0.570260,0.569715,0.567919,0.569889,0.566255,0.566514,0.572739,0.569359,0.571099,0.575134,0.566695,0.568594,0.578804,0.569440,0.601980,0.574324,0.568645,0.569065,0.572259,0.570090,0.568270,0.569029,0.566850,0.572210,0.570374,0.574644,0.620754,0.573599,0.569874,0.621059,0.569334,0.572889,0.651498,0.569145,0.566575,0.566895,0.571030,0.569314,0.586560,0.573530,0.571589,0.640793,0.567980,0.573520,0.848293,0.648338,0.569290,0.567365,0.567940,0.569400,0.564160,0.566840,0.569660,0.596944,0.575170,0.570195,0.577720,0.601765,;
0.586155,0.583179,0.581935,0.581465,0.576850,0.622699,1.414313,0.586795,0.580450,0.608714,0.579985,0.579345,0.577460,6.105710,0.590509,0.631649,0.578029,0.579924,0.579504,0.583544,0.583999,0.580639,0.581109,0.583995,0.580004,0.611439,0.578124,0.581434,0.579554,0.583279,0.577630,0.584260,0.693456,0.590084,0.620559,0.580334,0.583084,0.583084,0.581360,0.578619,0.577585,0.578929,0.576909,0.583814,0.580409,0.577844,0.577559,0.581650,0.649303,0.581704,0.590389,0.581629,0.580719,0.580949,0.580400,0.659237,0.582490,0.578194,0.579959,0.586459,0.578569,1.598783,0.587204,0.584630,0.583144,0.578479,0.578064,0.585964,0.577949,0.617364,0.583589,0.581029,0.622604,0.585839,0.579125,0.621350,0.585014,0.584049,0.581734,0.584239,0.583904,0.583999,0.580049,0.585349,0.580630,0.637214,0.580319,0.586099,0.581605,0.581179,0.577054,0.580605,0.608288,0.578800,0.581189,0.584854,0.871377,4.667054,0.585224,0.577994,0.581584,0.579160,0.575534,0.584894,0.577119,0.582804,0.582914,0.580934,0.582119,0.606659,0.579944,0.579104,0.581700,0.577189,0.584569,0.607370,0.580494,0.579544,0.577920,0.580949,0.585324,0.577270,0.579499,0.697631,0.658253,0.587094,0.577774,0.623655,3.455277,0.697342,0.482531,0.480862,0.592663,0.481667,0.482916,0.479737,0.581159,0.562940,0.537490,0.534131,0.556764,0.592305,0.693271,0.587075,0.577129,0.580919,0.583839,0.673087,0.608605,0.628203,0.579754,0.722242,0.706955,0.582145,0.581024,0.585544,0.606749,0.578544,0.582014,0.576215,0.577754,0.611069,0.582089,0.579250,0.881038,0.584844,0.581204,0.638784,0.578565,0.578349,0.623874,0.579510,0.584154,0.586334,0.580115,0.580755,0.582654,0.567321,0.581145,0.581369,0.629680,0.586349,0.707546,0.622459,0.611704,0.583289,0.579964,0.654648,0.585034,0.580194,0.579279,0.580629,0.583914,0.583049,0.586669,0.580414,0.580519,0.700036,5.429373,3.134536,;
0.574270,0.957304,0.607143,0.596814,0.608259,0.644969,0.603619,0.602889,0.648498,0.614364,0.599423,0.666597,0.600319,0.600319,0.604699,0.604383,0.611453,0.597013,0.610908,0.611254,0.617438,0.886402,0.602914,0.601329,0.600778,0.601844,0.607004,0.597088,0.601364,0.609274,0.596264,0.607979,0.610428,0.630719,0.599369,0.596093,0.667998,0.735590,0.602123,0.643203,0.600278,0.605993,0.660083,0.607219,0.667083,0.610714,0.609299,0.600519,0.632812,0.606534,0.603694,0.606218,0.600539,0.597004,0.605929,0.613338,0.599953,0.601049,0.603113,0.612434,0.638823,1.238081,3.068073,0.625013,0.597413,0.606393,0.756715,0.603059,0.605678,0.622594,0.605964,0.595584,0.603443,0.604194,0.598184,0.699527,0.616003,0.609799,0.653493,0.599679,0.614448,0.649653,0.602699,0.601644,0.626159,0.730845,0.602018,0.642574,0.607159,0.604273,0.656723,0.608508,0.607798,0.600499,0.722841,0.604658,0.604624,0.607143,0.600334,0.602868,0.632219,0.609049,0.604409,0.660193,0.608604,0.608779,0.601488,0.606454,0.603644,0.655408,0.602879,0.601434,0.663353,0.602409,0.600524,0.649259,0.603654,0.602364,0.647339,0.614493,0.609429,0.659943,0.715356,0.605324,0.633194,0.604749,0.601879,0.606109,0.677817,0.602879,0.600719,0.781226,0.600849,0.602434,0.599049,0.664722,0.611964,0.627014,0.601813,0.605104,0.594949,0.609774,0.602563,0.605523,0.607379,0.600394,0.606713,0.613815,0.607059,0.607289,0.687023,0.602918,0.598979,0.614298,0.607694,0.611234,0.609738,0.656018,0.611023,0.605334,0.647388,0.598634,0.611754,0.598418,0.609018,0.602173,0.654553,0.608219,0.607338,0.605898,0.604684,0.602428,0.599214,0.604183,0.768949,0.607653,0.607473,0.604734,0.602109,0.598668,0.609993,0.613284,0.643503,1.741833,0.614139,0.607444,0.629333,0.605223,0.606198,0.687317,0.609398,0.606358,0.775825,0.613024,0.598994,0.600703,0.605114,0.606734,0.604058,0.660623,;
0.655743,0.658017,0.678433,0.650498,0.656268,0.644778,0.649212,0.651632,0.647417,0.704507,0.647837,0.646532,0.670377,0.651582,0.650952,0.649728,0.650172,0.646058,0.646718,0.651167,0.677821,0.647207,0.685592,0.647617,0.648392,0.644937,0.647563,0.659902,0.647988,0.643997,0.654007,0.644247,0.646747,0.650797,0.651637,0.686362,0.650302,0.652092,0.655913,0.654872,0.648383,0.660252,0.649692,0.652082,0.647852,0.653068,0.656213,0.649692,0.645318,0.687253,0.648022,0.650478,0.648143,0.647598,0.652823,0.651267,0.685932,0.649302,0.648727,0.702222,0.646692,0.647303,0.706887,0.651923,0.652922,0.646488,0.658547,0.649257,0.650013,0.654872,0.682613,0.772324,0.649528,0.688087,0.644473,0.651797,0.734117,0.647093,0.649382,0.646043,0.645613,0.653252,0.644833,0.677143,0.645993,0.660603,0.650508,0.675863,0.660927,0.657312,0.645677,0.648908,0.651963,0.649898,0.678263,0.652622,0.647378,0.699138,0.647348,0.654708,0.708997,0.650927,0.651628,0.695173,0.651753,0.647148,0.650923,0.650328,0.653983,0.653437,0.654157,0.648893,0.644443,0.698702,0.644987,0.649478,0.647238,0.674671,0.650792,0.646422,0.675438,0.647412,0.650717,0.689437,0.647777,0.656647,0.649327,0.677017,0.646963,0.649023,0.707997,0.689527,0.765805,0.648997,0.708517,0.651118,0.653403,0.647442,0.691522,0.644808,0.649367,0.647207,0.643933,0.647877,0.649448,0.649057,0.682762,0.646877,0.648197,0.704252,0.645813,0.649867,0.699617,0.768659,0.653898,0.672092,0.646907,0.650788,0.646578,0.686967,0.647277,0.650108,0.837284,0.649887,0.645867,0.649707,0.684703,0.650697,0.648667,0.682938,0.672282,0.654238,0.650747,0.683743,0.645878,0.643558,0.702682,0.648472,0.646508,0.652312,0.646732,0.644402,0.649483,0.677068,0.646932,0.648137,0.646467,0.646313,0.654407,0.683798,0.737021,0.670932,0.652753,0.690142,0.646533,0.646757,0.695682,0.652242,0.651228,0.737676,;
0.620248,0.622918,0.710737,0.616983,0.619223,0.617278,0.616668,0.617103,0.624263,0.615609,0.617963,0.611178,0.789194,0.617854,0.621308,0.647398,0.616388,0.616143,0.681867,0.611828,0.617848,0.621368,0.622858,0.616258,0.612499,0.675088,0.616434,0.655757,0.617568,0.614618,0.622568,0.614544,0.617888,0.621888,0.634993,0.620313,0.615009,0.616608,0.619748,0.624778,0.620024,0.621293,0.692273,0.620294,0.621378,0.615369,0.615868,0.615779,0.619803,0.622299,0.618149,0.965529,0.614864,0.618649,0.613939,0.614919,0.618254,0.619598,0.618074,0.687453,0.620363,0.619003,0.678613,0.616988,0.625439,0.644797,0.622854,0.617564,0.666898,0.620589,0.621944,4.295889,0.876017,0.622058,0.617518,0.676688,0.617343,0.617138,0.662653,0.616618,0.617123,0.663638,0.620318,0.621198,0.718361,0.615669,0.620588,0.644903,1.481000,0.620433,0.616163,0.622723,0.619788,0.614993,0.614313,0.618293,0.615223,0.681603,0.617623,0.621448,0.616038,0.664768,0.619803,0.616763,0.660193,0.616818,0.616448,0.613369,0.652099,0.625913,0.613053,0.658873,0.617058,0.619038,1.538283,0.627858,0.655678,0.626183,0.619363,0.616088,0.701112,0.615753,0.618224,0.667028,0.615928,0.616383,0.685707,0.617153,0.623948,0.653769,0.618023,0.619708,0.666323,0.617633,0.613399,0.620083,0.618773,0.619933,0.615758,0.640943,0.622333,0.618368,0.617003,0.619363,0.693387,0.619193,0.624058,0.613988,0.613863,0.618498,0.617944,0.618188,0.621503,0.614648,0.656718,0.616968,0.615809,0.656174,0.623978,0.620098,0.622758,0.619368,0.617808,0.646202,0.616768,0.615873,0.613963,0.621278,0.621589,0.614124,0.621713,0.618398,0.662613,0.618583,0.617238,0.810779,0.624018,0.724185,0.676878,0.613908,0.753780,0.664263,0.650012,0.624828,0.661783,0.622833,0.616758,0.756684,0.617138,0.641793,0.626043,0.645567,0.619929,0.887331,0.626293,0.617093,1.060582,0.620963,0.622334,0.614093,;
0.697311,0.671542,0.729992,0.673487,0.665843,0.718637,0.668518,0.670452,0.748621,0.665887,0.671627,0.670672,0.672897,0.671793,0.671842,0.674122,0.732381,0.666617,0.663567,0.665578,0.786909,0.669962,0.669622,0.665497,0.695921,0.665102,0.673327,0.667852,0.667726,0.687972,0.758045,0.673712,1.267491,0.669126,0.670932,0.672837,0.668047,0.673622,0.665316,0.673547,0.708497,0.673116,0.663832,0.709632,0.669446,0.664502,0.666497,0.671807,0.670777,0.737521,0.669782,0.669371,0.677246,0.714736,0.670392,0.805173,0.666102,3.004894,0.679012,0.717482,0.669702,0.694001,0.667382,0.663722,0.974760,5.458278,2.203141,0.677856,0.674057,0.742431,0.666987,0.838657,0.705097,0.670826,0.671087,0.673161,0.663882,0.672992,0.666542,0.715406,0.706366,0.668641,0.670757,0.812754,0.669697,0.668622,0.673202,0.669381,0.670867,0.671562,0.703242,0.667982,0.670651,0.739221,0.665112,0.697401,0.668832,2.167791,0.670227,0.766446,0.669982,0.675226,0.663852,0.666942,0.674192,0.672622,0.701257,0.666852,0.667726,0.665342,0.661683,0.668697,0.669717,0.707272,0.670277,0.693806,0.759084,0.666412,0.743796,0.685726,0.671482,0.666572,0.661587,0.671402,0.672146,0.817409,0.669851,0.673497,0.822393,2.094268,0.670462,0.706697,0.666032,0.671712,0.711242,0.671067,0.667652,0.661507,0.669642,1.164388,0.677591,0.720271,0.668582,0.668197,0.674262,0.666292,0.666247,0.665362,0.712447,0.671396,0.670712,0.663326,0.710606,0.676616,0.674681,0.664912,0.666317,0.668986,0.672082,0.715900,0.665133,0.797554,0.668098,0.696346,0.668772,0.668082,0.752616,0.668012,0.669817,0.666912,0.671962,0.681467,0.673127,0.711597,0.675592,0.758100,0.720967,0.671163,0.675102,0.731592,0.674337,0.671222,0.717542,0.670787,0.666992,0.795900,0.667748,0.666743,0.730816,0.675402,0.668882,2.289240,0.674592,0.665427,0.674587,0.672117,0.667662,0.666327,0.708656,0.664397,;
0.820533,0.967280,0.822033,0.756545,0.809618,1.714459,0.853428,0.815268,0.823713,0.875622,0.862337,0.813548,0.815103,0.808448,0.857157,0.803578,0.817762,0.833438,0.856503,0.828892,0.818093,0.819463,0.857852,0.810573,0.818637,0.818068,1.234847,0.817313,0.817133,0.816928,0.839267,0.869368,0.818828,0.820947,0.929365,0.895466,0.818187,0.802968,0.816988,0.837733,0.814768,0.817122,0.829048,0.850433,3.910260,6.134554,0.639074,0.603748,0.599919,0.599249,0.611464,0.640799,0.610513,0.613003,0.610593,0.710631,0.652122,0.648983,0.647002,0.801698,0.820437,0.815053,0.811508,0.794654,0.819607,0.812687,0.823822,0.799508,0.820967,0.812938,0.825728,0.760295,0.873817,0.823323,0.813113,0.795758,0.817367,0.818543,0.818693,0.816432,0.978044,0.819968,0.817713,0.812283,0.884367,0.810888,0.816632,0.810148,0.825168,0.820758,0.820283,0.841282,0.856213,0.815588,0.822573,0.800408,0.849402,0.808013,0.854072,0.815758,0.858228,0.815038,0.817857,0.803598,0.863117,0.967213,0.822587,0.817452,0.837474,0.816963,0.820623,0.807583,0.835624,0.819048,0.822123,0.882317,0.835307,0.823083,0.815288,0.873817,0.819248,0.815878,0.820049,0.870493,0.815938,0.818928,0.838503,0.884728,0.820419,0.820334,0.817453,0.822899,0.821884,0.870181,0.819478,0.868003,0.826953,0.817648,0.812568,0.804969,0.822052,0.844742,0.822688,0.869547,0.818313,0.814503,0.816907,0.864322,0.874866,0.816788,0.814568,0.856857,0.818593,0.817563,0.834923,0.829248,0.822273,0.816853,0.868258,0.815388,0.825583,0.817628,0.863103,0.822278,0.813948,0.816248,0.844498,0.822343,0.830732,0.823168,0.815003,0.868522,0.818628,0.809738,0.865868,0.816923,0.818503,0.845002,0.887421,0.819043,0.815952,0.752015,0.842003,0.816267,0.841107,0.814108,0.846728,0.821938,0.825748,0.827787,0.884552,0.846052,0.823482,0.821763,1.069807,0.819963,0.817388,0.813653,1.009718,0.818448,;
0.875321,0.860247,0.923411,0.873066,0.894246,0.995538,0.920101,0.871932,0.871152,0.862012,0.909096,0.864122,0.860732,0.908771,0.931841,0.871297,0.866362,0.915736,0.870346,0.867296,0.860156,0.904096,0.867136,0.871801,0.867576,0.863322,0.892465,0.869057,1.157489,0.866931,0.865176,0.869081,0.901431,0.892756,0.865267,0.864222,0.906471,0.867151,0.866567,0.990928,0.932776,0.870722,0.867226,0.870896,0.905011,0.863987,0.864677,0.863802,0.909861,0.870201,0.871112,0.867796,0.871517,0.868781,0.867956,0.916072,0.868222,0.867377,0.866566,0.912417,0.879046,0.868322,1.158369,0.873806,0.869172,0.866092,0.939100,0.870947,0.897971,0.868421,2.034921,0.934836,0.999947,0.872102,0.864881,0.895451,0.865662,0.863117,0.925461,0.866081,0.871217,0.871207,0.916886,0.868296,0.871266,0.915411,0.868327,0.870622,0.862538,0.873998,0.866857,0.868377,0.887836,0.879393,0.864027,0.872187,0.947165,0.944041,0.876472,0.869412,0.871837,0.905897,0.863012,0.862647,0.929546,0.874767,0.870502,0.871742,0.922897,0.867752,0.869676,0.869637,0.905642,0.864882,0.859442,0.870012,0.903947,0.871072,0.834853,0.869417,0.915947,0.872181,0.868672,0.863647,0.867122,0.912862,0.873676,0.868152,0.939635,1.156525,0.873506,0.874976,0.870046,0.868316,0.859852,0.864786,0.869462,0.867652,0.868702,0.881817,0.866021,0.863052,0.862257,0.917251,0.864551,1.004433,0.860877,0.867506,0.865587,0.865701,0.903047,0.866316,0.865521,0.871596,0.927225,2.923556,0.909446,0.936284,0.865716,0.872441,1.006549,1.049428,0.869082,0.870861,0.895736,0.907762,0.865877,0.867072,0.870717,1.468981,0.923461,0.863707,0.876436,0.862547,0.939496,0.868042,0.868302,0.869551,0.919351,0.869526,0.863807,0.871851,0.917856,0.872346,0.867916,0.867376,0.868836,0.901546,0.885151,0.875231,0.860822,1.072532,0.867132,0.870572,0.865467,1.156585,0.868486,0.869591,0.865317,0.869696,;
