0.165391,0.170256,0.162081,0.160276,0.162021,0.162040,0.171641,0.162381,0.158786,0.159806,0.159521,0.163346,0.159711,0.204376,0.280777,0.163846,0.161571,0.160521,0.200361,0.160850,0.157430,0.159801,0.160025,0.159276,0.185455,0.163540,0.159971,0.160366,0.232439,0.157956,0.159036,0.163041,0.162501,0.161326,0.159066,0.159006,0.159441,0.162785,0.159351,0.165326,0.159570,0.163346,0.160016,0.159501,0.158396,0.158825,0.160981,0.163955,0.158211,0.161091,0.163916,0.164181,0.157216,0.158646,0.164881,0.163526,0.159666,0.192301,0.160156,0.159446,0.239869,0.159640,0.159630,0.159256,0.161951,0.162801,0.186385,0.158721,0.283147,0.159996,0.161811,0.160136,0.164635,0.191926,0.159366,0.158006,0.158956,0.163860,0.158311,0.166430,0.159010,0.159385,0.163556,0.162695,0.160406,0.200105,0.159511,0.159006,0.158595,0.159136,0.162721,0.160061,0.194980,0.162406,0.157810,0.159986,0.163221,0.160826,0.161350,0.159865,;
0.813023,0.829714,0.813889,0.806693,0.809488,0.841498,0.806388,0.822882,0.914085,0.822864,0.809993,0.805138,0.803793,0.803308,0.808143,0.806103,0.803209,0.833318,0.805088,0.805893,0.802538,0.803873,0.805128,0.805443,0.855657,0.946029,0.805698,0.811133,1.760079,0.812628,0.809728,0.808593,0.815863,0.806528,0.808093,0.803173,0.825019,0.805103,0.820068,0.803058,0.807873,0.807563,0.805373,0.819088,0.806883,0.805213,0.802983,0.795149,0.919605,0.808408,0.853523,0.804908,0.807613,0.804693,0.813824,0.805708,0.805218,0.809893,0.841459,0.810663,0.807428,0.808588,1.072852,0.812018,0.807698,0.925804,0.917501,0.810013,0.806793,0.805443,0.870573,0.809418,0.828992,0.806593,0.845143,0.805838,0.805574,0.808108,0.840253,0.807218,0.808513,0.802548,0.800454,0.806778,0.803664,0.806949,0.806593,0.807908,0.814223,0.806738,0.986269,0.807218,0.809118,0.805854,0.848758,0.839187,0.807248,0.808068,0.849693,0.876531,;
0.571324,0.563535,0.571905,0.568124,0.562884,0.569525,0.569920,0.595999,0.569424,0.569405,0.566549,0.570255,0.575609,0.567884,0.569074,0.567675,0.569759,0.570060,0.567604,0.570604,0.566075,0.567905,0.571439,0.567229,0.572040,0.575485,0.569850,0.568124,0.569765,0.570139,0.758126,0.569629,0.567699,0.573609,0.572885,0.568679,0.567760,0.655078,0.568590,0.572484,0.614405,6.727933,5.504271,2.933052,0.485582,0.482877,0.481467,0.480287,0.482412,0.536280,0.530246,0.577314,0.636163,0.624019,0.569494,0.568495,0.604174,0.565295,0.566990,0.563525,0.567940,0.571854,0.569129,0.571484,0.564025,0.564945,0.602414,0.567595,0.566420,0.646894,0.564604,0.568960,0.631893,0.567190,0.564489,0.614465,0.569734,0.565745,0.600815,0.565630,0.569420,5.814458,0.571604,0.566990,0.569095,0.560435,0.565784,0.565235,0.562935,0.567054,0.569834,0.563220,0.565170,0.565659,0.567564,0.567110,0.638973,0.564390,0.836313,0.568905,;
0.577799,0.574445,0.598383,0.575640,0.576490,0.578754,0.577649,0.577854,0.578985,0.612959,0.574664,0.581389,0.627084,0.575520,0.573250,0.577844,0.578604,0.572300,0.575175,0.575620,0.614850,0.572445,0.582634,0.637489,0.693741,0.575019,0.579495,0.608699,0.582899,0.577069,0.648758,0.738931,0.579489,0.577100,0.883207,0.581460,0.576929,0.575749,0.601710,0.574004,0.582159,0.626009,0.579120,0.577134,0.830468,0.578104,0.573179,0.576254,0.617285,1.590623,0.581825,0.576485,0.642153,0.575685,0.581424,0.619665,0.591625,0.578049,0.583040,0.616405,0.580209,0.575910,0.576334,0.577390,0.609208,0.578135,0.577309,0.580109,0.573900,0.598950,0.578010,0.581334,0.621824,0.577489,0.577284,0.573865,0.579369,0.573885,0.577649,0.616824,0.577009,0.574989,0.661553,0.577950,0.575140,0.617259,0.578119,0.579059,0.615444,0.575829,0.576939,0.574334,0.575929,0.579434,0.711061,0.580214,0.574374,0.576620,0.576434,0.660458,;
0.602504,0.594669,0.604589,0.599853,0.594474,0.603339,0.598084,0.658598,0.597324,0.605468,0.649818,0.604618,0.594864,0.666538,0.598048,0.598304,0.656668,0.600134,0.598943,0.595564,0.598783,0.596734,0.608813,0.598349,0.607764,0.599964,0.650334,0.606584,9.253487,11.170794,0.410589,0.737390,0.480553,8.246108,5.572173,1.399108,0.488811,0.478407,0.511731,0.481332,0.808168,0.704976,0.523861,0.515521,0.547285,3.505666,0.603518,0.605303,0.603614,0.595834,0.604189,0.602009,0.598838,0.597073,0.600269,0.604578,0.605024,0.633669,0.601029,0.592999,0.650332,0.603284,0.599919,0.598949,0.601254,0.597484,0.734000,0.601399,0.601429,0.599773,0.605128,0.598589,0.604229,0.602324,0.598994,0.605614,0.598108,0.602603,0.600913,0.639559,0.599889,0.600309,0.638923,0.598433,0.605939,0.600239,0.599034,0.596468,0.597959,0.630033,0.600094,0.600788,0.601974,0.677023,0.599669,0.600728,0.596254,0.603288,0.606589,0.595388,;
0.648688,0.651518,0.641368,0.673453,0.657167,0.648618,0.643548,0.649002,0.648772,0.654152,0.708927,0.671112,0.646793,0.641392,0.647072,0.653357,0.645553,0.723092,0.647422,0.644383,0.640167,0.649202,0.644783,0.641968,0.640723,0.648347,0.644083,0.964360,0.648597,0.648862,0.638927,0.644318,0.649437,0.647678,0.741956,0.681958,0.645787,0.644317,0.691702,0.651283,0.704750,0.640443,0.644107,0.644688,0.688948,0.652773,0.644512,0.699947,0.641788,0.647603,0.646628,0.649572,0.701282,0.644578,0.644442,0.651343,0.648963,0.645783,0.646562,0.643128,0.646037,0.647802,0.715877,0.651872,0.664327,0.653132,0.648712,0.645098,0.645583,0.725011,0.648552,0.643443,0.777689,0.668307,0.648363,0.646913,0.727336,0.648603,0.641753,0.675417,0.643508,0.748769,0.648387,0.708172,0.649983,0.769599,0.654502,0.684433,0.778969,0.653232,0.789169,0.681928,0.673592,0.644867,0.776449,0.652272,0.675226,0.647172,0.814069,0.788404,;
0.626253,0.616999,0.620324,0.615569,0.613204,0.616914,0.618749,0.617464,0.653358,0.618674,0.624003,0.656928,0.614124,0.619918,0.612509,0.646983,0.613749,0.615099,0.665603,0.619574,0.616189,0.664373,0.617849,0.618168,0.622434,0.615168,0.615503,0.615503,0.615389,0.619093,0.613929,0.683458,0.615319,0.619414,0.618668,0.613238,0.625299,0.621438,0.618329,0.618498,0.614838,2.494814,1.159014,0.484562,0.484477,11.216020,5.950230,1.164854,0.484522,0.505181,0.482017,0.516576,0.520051,0.517956,0.517111,0.518266,0.516571,0.545145,0.541941,3.964893,0.545066,0.542040,0.540440,0.536585,0.536291,0.541221,0.589520,0.537645,0.539835,0.536436,0.537355,0.554425,0.542136,0.577620,0.540130,0.945290,0.542865,0.539960,0.576415,0.539605,0.570671,0.538716,0.536815,0.541475,0.539395,0.538780,0.536930,0.548405,0.536900,0.537836,0.537801,0.582615,0.535410,0.533325,0.651127,0.536016,0.538421,0.554685,0.533330,0.537660,;
4.266595,0.648352,1.663384,0.540010,0.601324,0.521146,0.646168,0.611680,0.888821,1.573612,0.524441,0.523211,0.521311,2.172037,0.617009,0.582479,0.580495,0.657134,0.582884,0.586369,0.720571,0.585389,0.666871,0.754365,0.669211,0.670186,0.673976,0.668387,0.672262,0.789524,0.731791,0.672712,0.668977,0.670422,0.668732,0.670562,0.670492,0.667012,0.807433,0.670202,0.741656,0.666617,0.667497,0.732841,0.667152,0.668757,0.668677,0.792789,0.671362,0.664717,0.667957,0.669132,0.667877,0.673726,0.668827,7.362966,3.809147,3.339356,0.904670,0.527090,0.523541,0.647003,0.520140,0.522476,0.520301,0.578800,0.577959,0.580954,0.579165,0.581319,0.669257,0.652548,0.578769,0.580939,0.586699,0.587299,0.585189,0.586714,0.577540,0.584419,0.582339,0.622839,0.576454,0.586499,0.624514,0.582379,0.587894,0.640974,0.580725,0.587354,0.621869,0.579124,3.743825,0.677592,0.668927,0.666596,0.695471,0.671277,0.673382,0.721416,;
0.817838,0.820568,0.798124,0.828573,0.934035,0.816687,0.817008,0.821982,0.819708,0.814883,0.822464,0.869027,0.947334,0.824568,0.817367,0.805524,0.815593,0.818208,0.821843,0.854568,0.840877,0.823893,0.816273,0.836309,0.813283,0.819598,0.810908,0.811749,0.816138,0.805228,0.814393,0.787054,0.817843,0.819228,0.805248,0.856497,0.804103,0.755734,0.821588,0.836948,0.803518,0.815953,0.813013,0.816202,0.816022,0.824833,0.845167,0.848703,0.815862,0.840667,0.804688,0.852973,0.815923,0.843427,0.821593,0.860272,0.817703,0.813853,0.798998,8.891610,0.821053,0.822538,0.819718,0.870852,0.819487,0.819032,0.813913,0.876597,0.820443,0.818663,0.817653,0.873297,0.818768,0.815497,0.799903,0.871407,0.829822,0.821712,0.812833,0.865328,0.818958,0.820383,0.820218,0.873602,0.818842,0.821633,0.825187,0.820768,0.853993,0.819947,0.820897,0.813843,0.881632,0.946209,0.818873,0.819523,0.848727,0.818812,0.815568,0.810223,;
0.869631,0.870601,0.859837,0.901962,0.954230,0.865907,0.863362,0.907197,0.866922,0.869227,0.873247,0.885642,0.874287,0.882242,0.862952,0.905182,0.865592,0.992864,0.861017,0.900497,0.879457,0.862737,0.866697,0.866497,0.868702,0.866217,0.874297,0.881968,0.872602,0.865257,0.864627,0.897147,0.870112,0.863792,0.868122,0.905007,0.866332,0.861542,0.863687,0.904237,0.867022,0.902606,1.001459,0.869636,1.969882,0.922791,0.868962,0.867487,0.868202,0.858441,0.904247,0.867876,0.864272,0.863556,0.905796,0.866457,0.867226,0.864357,1.033358,0.866331,0.868501,0.869306,0.862336,0.866986,0.865786,0.863557,0.940145,0.867052,0.871086,0.865422,0.860496,0.872361,0.864657,0.867406,0.915177,0.867902,0.891345,0.865076,1.157440,0.867152,0.868256,0.864621,0.861081,1.044368,0.870682,0.864632,0.863791,0.874852,0.866306,0.864656,0.864776,0.906271,0.869492,0.864762,0.863701,0.908186,0.865166,0.873761,0.867712,0.909006,;
