  1 0.275 0.020
  2 4.467 0.265
  3 2.592 0.175
  4 2.336 1.224
  5 2.124 1.007
  6 1.989 1.205
  7 1.862 0.776
  8 1.703 0.418
  9 1.733 1.065
 10 1.713 1.082
